id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1517,species,Tree Pipit,Pipit des arbres,Passeriformes,Motacillidae,,Anthus,Anthus trivialis,"",A,"","","","",""
1518,species,Olive-backed Pipit,Pipit à dos olive,Passeriformes,Motacillidae,,Anthus,Anthus hodgsoni,"",A,"","","","",""
1519,species,Pechora Pipit,Pipit de la Petchora,Passeriformes,Motacillidae,,Anthus,Anthus gustavi,"",A,"","","","",""
1520,species,Red-throated Pipit,Pipit à gorge rousse,Passeriformes,Motacillidae,,Anthus,Anthus cervinus,"","","","","","",""
1521,species,American Pipit,Pipit d'Amérique,Passeriformes,Motacillidae,,Anthus,Anthus rubescens,"","","","","","",""
1522,species,Sprague's Pipit,Pipit de Sprague,Passeriformes,Motacillidae,,Anthus,Anthus spragueii,Monotypic.,"","","","","",""
1523,species,Yellowish Pipit,Pipit jaunâtre,Passeriformes,Motacillidae,,Anthus,Anthus lutescens,"","","","","","",""
1524,species,Bohemian Waxwing,Jaseur boréal,Passeriformes,Bombycillidae,,Bombycilla,Bombycilla garrulus,"","","","","","",""
1525,species,Cedar Waxwing,Jaseur d'Amérique,Passeriformes,Bombycillidae,,Bombycilla,Bombycilla cedrorum,Monotypic.,"","","","","",""
1224,species,Kauai Oo,Moho de Kauai,Passeriformes,Mohoidae,,Moho,Moho braccatus,Monotypic.,"",H,"","",†,""
1225,species,Oahu Oo,Moho d'Oahu,Passeriformes,Mohoidae,,Moho,Moho apicalis,Monotypic.,"",H,"","",†,""
1226,species,Bishop's Oo,Moho de Bishop,Passeriformes,Mohoidae,,Moho,Moho bishopi,Monotypic.,"",H,"","",†,""
1227,species,Hawaii Oo,Moho d'Hawaï,Passeriformes,Mohoidae,,Moho,Moho nobilis,Monotypic.,"",H,"","",†,""
1228,species,Kioea,Kioéa d'Hawaï,Passeriformes,Mohoidae,,Chaetoptila,Chaetoptila angustipluma,Monotypic.,"",H,"","",†,""
1526,species,Black-and-yellow Silky-flycatcher,Phénoptile noir et jaune,Passeriformes,Ptiliogonatidae,,Phainoptila,Phainoptila melanoxantha,"","","","","","",""
1527,species,Gray Silky-flycatcher,Ptilogon cendré,Passeriformes,Ptiliogonatidae,,Ptiliogonys,Ptiliogonys cinereus,"","","","","","",""
1528,species,Long-tailed Silky-flycatcher,Ptilogon à longue queue,Passeriformes,Ptiliogonatidae,,Ptiliogonys,Ptiliogonys caudatus,Monotypic.,"","","","","",""
1529,species,Phainopepla,Phénopèple luisant,Passeriformes,Ptiliogonatidae,,Phainopepla,Phainopepla nitens,"","","","","","",""
1530,species,Palmchat,Esclave palmiste,Passeriformes,Dulidae,,Dulus,Dulus dominicus,Monotypic.,"","","","","",""
1531,species,Olive Warbler,Fauvine des pins,Passeriformes,Peucedramidae,,Peucedramus,Peucedramus taeniatus,"","","","","","",""
1733,species,Lapland Longspur,Plectrophane lapon,Passeriformes,Calcariidae,,Calcarius,Calcarius lapponicus,"","","","","","",""
1735,species,Chestnut-collared Longspur,Plectrophane à ventre noir,Passeriformes,Calcariidae,,Calcarius,Calcarius ornatus,Monotypic.,"","","","","",""
1734,species,Smith's Longspur,Plectrophane de Smith,Passeriformes,Calcariidae,,Calcarius,Calcarius pictus,Monotypic.,"","","","","",""
1732,species,McCown's Longspur,Plectrophane de McCown,Passeriformes,Calcariidae,,Rhynchophanes,Rhynchophanes mccownii,Monotypic.,"","","","","",""
1744,species,Snow Bunting,Plectrophane des neiges,Passeriformes,Calcariidae,,Plectrophenax,Plectrophenax nivalis,"","","","","","",""
1745,species,McKay's Bunting,Plectrophane blanc,Passeriformes,Calcariidae,,Plectrophenax,Plectrophenax hyperboreus,Monotypic.,"","","","","",""
1580,species,Ovenbird,Paruline couronnée,Passeriformes,Parulidae,,Seiurus,Seiurus aurocapilla,"","","","","","",""
1578,species,Worm-eating Warbler,Paruline vermivore,Passeriformes,Parulidae,,Helmitheros,Helmitheros vermivorum,Monotypic.,"","","","","",""
1582,species,Louisiana Waterthrush,Paruline hochequeue,Passeriformes,Parulidae,,Parkesia,Parkesia motacilla,Monotypic.,"","","","","",""
1581,species,Northern Waterthrush,Paruline des ruisseaux,Passeriformes,Parulidae,,Parkesia,Parkesia noveboracensis,Monotypic.,"","","","","",""
1532,species,Bachman's Warbler,Paruline de Bachman,Passeriformes,Parulidae,,Vermivora,Vermivora bachmanii,Monotypic.,"","","","",†,""
1534,species,Golden-winged Warbler,Paruline à ailes dorées,Passeriformes,Parulidae,,Vermivora,Vermivora chrysoptera,Monotypic.,"","","","","",""
1533,species,Blue-winged Warbler,Paruline à ailes bleues,Passeriformes,Parulidae,,Vermivora,Vermivora cyanoptera,Monotypic.,"","","","","",""
1575,species,Black-and-white Warbler,Paruline noir et blanc,Passeriformes,Parulidae,,Mniotilta,Mniotilta varia,Monotypic.,"","","","","",""
1577,species,Prothonotary Warbler,Paruline orangée,Passeriformes,Parulidae,,Protonotaria,Protonotaria citrea,Monotypic.,"","","","","",""
1579,species,Swainson's Warbler,Paruline de Swainson,Passeriformes,Parulidae,,Limnothlypis,Limnothlypis swainsonii,Monotypic.,"","","","","",""
1542,species,Crescent-chested Warbler,Paruline à croissant,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis superciliosa,"","","","","","",""
1541,species,Flame-throated Warbler,Paruline embrasée,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis gutturalis,Monotypic.,"","","","","",""
1535,species,Tennessee Warbler,Paruline obscure,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis peregrina,Monotypic.,"","","","","",""
1536,species,Orange-crowned Warbler,Paruline verdâtre,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis celata,"","","","","","",""
1539,species,Colima Warbler,Paruline de Colima,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis crissalis,Monotypic.,"","","","","",""
1540,species,Lucy's Warbler,Paruline de Lucy,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis luciae,Monotypic.,"","","","","",""
1537,species,Nashville Warbler,Paruline à joues grises,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis ruficapilla,"","","","","","",""
1538,species,Virginia's Warbler,Paruline de Virginia,Passeriformes,Parulidae,,Oreothlypis,Oreothlypis virginiae,Monotypic.,"","","","","",""
1599,species,Semper's Warbler,Paruline pied-blanc,Passeriformes,Parulidae,,Leucopeza,Leucopeza semperi,Monotypic.,"","","","","",""
1584,species,Connecticut Warbler,Paruline à gorge grise,Passeriformes,Parulidae,,Oporornis,Oporornis agilis,Monotypic.,"","","","","",""
1595,species,Gray-crowned Yellowthroat,Paruline à calotte grise,Passeriformes,Parulidae,,Geothlypis,Geothlypis poliocephala,"","","","","","",""
1594,species,Masked Yellowthroat,Paruline équatoriale,Passeriformes,Parulidae,,Geothlypis,Geothlypis aequinoctialis,"","","","","","",""
1586,species,MacGillivray's Warbler,Paruline des buissons,Passeriformes,Parulidae,,Geothlypis,Geothlypis tolmiei,"","","","","","",""
1585,species,Mourning Warbler,Paruline triste,Passeriformes,Parulidae,,Geothlypis,Geothlypis philadelphia,Monotypic.,"","","","","",""
1583,species,Kentucky Warbler,Paruline du Kentucky,Passeriformes,Parulidae,,Geothlypis,Geothlypis formosa,Monotypic.,"","","","","",""
1591,species,Olive-crowned Yellowthroat,Paruline des bambous,Passeriformes,Parulidae,,Geothlypis,Geothlypis semiflava,"","","","","","",""
1592,species,Black-polled Yellowthroat,Paruline à face noire,Passeriformes,Parulidae,,Geothlypis,Geothlypis speciosa,"","","","","","",""
1588,species,Belding's Yellowthroat,Paruline de Belding,Passeriformes,Parulidae,,Geothlypis,Geothlypis beldingi,"","","","","","",""
1590,species,Bahama Yellowthroat,Paruline des Bahamas,Passeriformes,Parulidae,,Geothlypis,Geothlypis rostrata,"","","","","","",""
1589,species,Altamira Yellowthroat,Paruline à couronne jaune,Passeriformes,Parulidae,,Geothlypis,Geothlypis flavovelata,Monotypic.,"","","","","",""
1587,species,Common Yellowthroat,Paruline masquée,Passeriformes,Parulidae,,Geothlypis,Geothlypis trichas,"","","","","","",""
1593,species,Hooded Yellowthroat,Paruline de Nelson,Passeriformes,Parulidae,,Geothlypis,Geothlypis nelsoni,"","","","","","",""
1574,species,Whistling Warbler,Paruline de Saint-Vincent,Passeriformes,Parulidae,,Catharopeza,Catharopeza bishopi,Monotypic.,"","","","","",""
1571,species,Plumbeous Warbler,Paruline caféiette,Passeriformes,Parulidae,,Setophaga,Setophaga plumbea,Monotypic.,"","","","","",""
1573,species,Elfin-woods Warbler,Paruline d'Angela,Passeriformes,Parulidae,,Setophaga,Setophaga angelae,Monotypic.,"","","","","",""
1572,species,Arrowhead Warbler,Paruline de la Jamaïque,Passeriformes,Parulidae,,Setophaga,Setophaga pharetra,Monotypic.,"","","","","",""
1600,species,Hooded Warbler,Paruline à capuchon,Passeriformes,Parulidae,,Setophaga,Setophaga citrina,Monotypic.,"","","","","",""
1576,species,American Redstart,Paruline flamboyante,Passeriformes,Parulidae,,Setophaga,Setophaga ruticilla,Monotypic.,"","","","","",""
1564,species,Kirtland's Warbler,Paruline de Kirtland,Passeriformes,Parulidae,,Setophaga,Setophaga kirtlandii,Monotypic.,"","","","","",""
1548,species,Cape May Warbler,Paruline tigrée,Passeriformes,Parulidae,,Setophaga,Setophaga tigrina,Monotypic.,"","","","","",""
1570,species,Cerulean Warbler,Paruline azurée,Passeriformes,Parulidae,,Setophaga,Setophaga cerulea,Monotypic.,"","","","","",""
1543,species,Northern Parula,Paruline à collier,Passeriformes,Parulidae,,Setophaga,Setophaga americana,Monotypic.,"","","","","",""
1544,species,Tropical Parula,Paruline à joues noires,Passeriformes,Parulidae,,Setophaga,Setophaga pitiayumi,"","","","","","",""
1547,species,Magnolia Warbler,Paruline à tête cendrée,Passeriformes,Parulidae,,Setophaga,Setophaga magnolia,Monotypic.,"","","","","",""
1568,species,Bay-breasted Warbler,Paruline à poitrine baie,Passeriformes,Parulidae,,Setophaga,Setophaga castanea,Monotypic.,"","","","","",""
1556,species,Blackburnian Warbler,Paruline à gorge orangée,Passeriformes,Parulidae,,Setophaga,Setophaga fusca,Monotypic.,"","","","","",""
1545,species,Yellow Warbler,Paruline jaune,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,"","","","","","",""
1546,species,Chestnut-sided Warbler,Paruline à flancs marron,Passeriformes,Parulidae,,Setophaga,Setophaga pensylvanica,Monotypic.,"","","","","",""
1569,species,Blackpoll Warbler,Paruline rayée,Passeriformes,Parulidae,,Setophaga,Setophaga striata,Monotypic.,"","","","","",""
1549,species,Black-throated Blue Warbler,Paruline bleue,Passeriformes,Parulidae,,Setophaga,Setophaga caerulescens,"","","","","","",""
1567,species,Palm Warbler,Paruline à couronne rousse,Passeriformes,Parulidae,,Setophaga,Setophaga palmarum,"","","","","","",""
1562,species,Olive-capped Warbler,Paruline à calotte verte,Passeriformes,Parulidae,,Setophaga,Setophaga pityophila,Monotypic.,"","","","","",""
1563,species,Pine Warbler,Paruline des pins,Passeriformes,Parulidae,,Setophaga,Setophaga pinus,"","","","","","",""
1550,species,Yellow-rumped Warbler,Paruline à croupion jaune,Passeriformes,Parulidae,,Setophaga,Setophaga coronata,"","","","","","",""
1557,species,Yellow-throated Warbler,Paruline à gorge jaune,Passeriformes,Parulidae,,Setophaga,Setophaga dominica,"","","","","","",""
2076,species,Bahama Warbler,Paruline de Todd,Passeriformes,Parulidae,,Setophaga,Setophaga flavescens,"","","","","","",""
1566,species,Vitelline Warbler,Paruline des Caïmans,Passeriformes,Parulidae,,Setophaga,Setophaga vitellina,"","","","","","",""
1565,species,Prairie Warbler,Paruline des prés,Passeriformes,Parulidae,,Setophaga,Setophaga discolor,"","","","","","",""
1559,species,Adelaide's Warbler,Paruline d'Adélaïde,Passeriformes,Parulidae,,Setophaga,Setophaga adelaidae,Monotypic.,"","","","","",""
1560,species,Barbuda Warbler,Paruline de Barbuda,Passeriformes,Parulidae,,Setophaga,Setophaga subita,Monotypic.,"","","","","",""
1561,species,St. Lucia Warbler,Paruline de Sainte-Lucie,Passeriformes,Parulidae,,Setophaga,Setophaga delicata,Monotypic.,"","","","","",""
1558,species,Grace's Warbler,Paruline de Grace,Passeriformes,Parulidae,,Setophaga,Setophaga graciae,"","","","","","",""
1551,species,Black-throated Gray Warbler,Paruline grise,Passeriformes,Parulidae,,Setophaga,Setophaga nigrescens,"","","","","","",""
1554,species,Townsend's Warbler,Paruline de Townsend,Passeriformes,Parulidae,,Setophaga,Setophaga townsendi,Monotypic.,"","","","","",""
1555,species,Hermit Warbler,Paruline à tête jaune,Passeriformes,Parulidae,,Setophaga,Setophaga occidentalis,Monotypic.,"","","","","",""
1552,species,Golden-cheeked Warbler,Paruline à dos noir,Passeriformes,Parulidae,,Setophaga,Setophaga chrysoparia,Monotypic.,"","","","","",""
1553,species,Black-throated Green Warbler,Paruline à gorge noire,Passeriformes,Parulidae,,Setophaga,Setophaga virens,Monotypic.,"","","","","",""
1616,species,Buff-rumped Warbler,Paruline à croupion fauve,Passeriformes,Parulidae,,Myiothlypis,Myiothlypis fulvicauda,"","","","","","",""
1609,species,Fan-tailed Warbler,Paruline des rochers,Passeriformes,Parulidae,,Basileuterus,Basileuterus lachrymosus,"","","","","","",""
1611,species,Rufous-capped Warbler,Paruline à calotte rousse,Passeriformes,Parulidae,,Basileuterus,Basileuterus rufifrons,"","","","","","",""
1613,species,Black-cheeked Warbler,Paruline sombre,Passeriformes,Parulidae,,Basileuterus,Basileuterus melanogenys,"","","","","","",""
1614,species,Pirre Warbler,Paruline du Pirré,Passeriformes,Parulidae,,Basileuterus,Basileuterus ignotus,Monotypic.,"","","","","",""
1612,species,Golden-browed Warbler,Paruline à sourcils dorés,Passeriformes,Parulidae,,Basileuterus,Basileuterus belli,"","","","","","",""
1610,species,Golden-crowned Warbler,Paruline à couronne dorée,Passeriformes,Parulidae,,Basileuterus,Basileuterus culicivorus,"","","","","","",""
1615,species,Three-striped Warbler,Paruline triligne,Passeriformes,Parulidae,,Basileuterus,Basileuterus tristriatus,"","","","","","",""
1602,species,Canada Warbler,Paruline du Canada,Passeriformes,Parulidae,,Cardellina,Cardellina canadensis,Monotypic.,"","","","","",""
1601,species,Wilson's Warbler,Paruline à calotte noire,Passeriformes,Parulidae,,Cardellina,Cardellina pusilla,"","","","","","",""
1603,species,Red-faced Warbler,Paruline à face rouge,Passeriformes,Parulidae,,Cardellina,Cardellina rubrifrons,Montypic.,"","","","","",""
1604,species,Red Warbler,Paruline rouge,Passeriformes,Parulidae,,Cardellina,Cardellina rubra,"","","","","","",""
1605,species,Pink-headed Warbler,Paruline à tête rose,Passeriformes,Parulidae,,Cardellina,Cardellina versicolor,Monotypic.,"","","","","",""
1606,species,Painted Redstart,Paruline à ailes blanches,Passeriformes,Parulidae,,Myioborus,Myioborus pictus,"","","","","","",""
1607,species,Slate-throated Redstart,Paruline ardoisée,Passeriformes,Parulidae,,Myioborus,Myioborus miniatus,"","","","","","",""
1608,species,Collared Redstart,Paruline ceinturée,Passeriformes,Parulidae,,Myioborus,Myioborus torquatus,Monotypic.,"","","","","",""
1617,species,Wrenthrush,Paruline de Zeledon,Passeriformes,Parulidae,,Zeledonia,Zeledonia coronata,Monotypic.,"","","","","",*
1618,species,Yellow-breasted Chat,Paruline polyglotte,Passeriformes,Parulidae,,Icteria,Icteria virens,"","","","","","",*
1621,species,White-winged Warbler,Paruline quatre-yeux,Passeriformes,Parulidae,,Xenoligea,Xenoligea montana,Monotypic.,"","","","","",*
1596,species,Green-tailed Warbler,Paruline aux yeux rouges,Passeriformes,Parulidae,,Microligea,Microligea palustris,"","","","","","",*
1597,species,Yellow-headed Warbler,Paruline de Fernandina,Passeriformes,Parulidae,,Teretistris,Teretistris fernandinae,Monotypic.,"","","","","",*
1598,species,Oriente Warbler,Paruline d'Oriente,Passeriformes,Parulidae,,Teretistris,Teretistris fornsi,"","","","","","",*
1999,species,Bananaquit,Sucrier à ventre jaune,Passeriformes,<i>Incertae Sedis</i>,,Coereba,Coereba flaveola,"","","","","","",*
1672,species,Red-crested Cardinal,Paroare huppé,Passeriformes,Thraupidae,,Paroaria,Paroaria coronata,Monotypic.,"",H,I,"","",""
1673,species,Yellow-billed Cardinal,Paroare à bec jaune,Passeriformes,Thraupidae,,Paroaria,Paroaria capitata,"","",H,I,"","",""
1622,species,White-eared Conebill,Conirostre oreillard,Passeriformes,Thraupidae,,Conirostrum,Conirostrum leucogenys,"","","","","","",""
2021,species,Puerto Rican Tanager,Tangara de Porto Rico,Passeriformes,Thraupidae,,Nesospingus,Nesospingus speculiferus,Monotypic.,"","","","","",*
1623,species,Yellow-backed Tanager,Tangara à dos jaune,Passeriformes,Thraupidae,,Hemithraupis,Hemithraupis flavicollis,"","","","","","",""
1624,species,Black-and-yellow Tanager,Tangara loriot,Passeriformes,Thraupidae,,Chrysothlypis,Chrysothlypis chrysomelas,"","","","","","",""
1941,species,Black-crowned Palm-Tanager,Tangara à couronne noire,Passeriformes,Thraupidae,,Phaenicophilus,Phaenicophilus palmarum,Monotypic.,"","","","","",*
1942,species,Gray-crowned Palm-Tanager,Tangara quatre-yeux,Passeriformes,Thraupidae,,Phaenicophilus,Phaenicophilus poliocephalus,"","","","","","",*
1943,species,Western Chat-Tanager,Tangara d'Haïti,Passeriformes,Thraupidae,,Calyptophilus,Calyptophilus tertius,"","","","","","",*
1944,species,Eastern Chat-Tanager,Tangara cornichon,Passeriformes,Thraupidae,,Calyptophilus,Calyptophilus frugivorus,"","","","","","",*
1945,species,Rosy Thrush-Tanager,Tangara quéo,Passeriformes,Thraupidae,,Rhodinocichla,Rhodinocichla rosea,"","","","","","",*
1946,species,Dusky-faced Tanager,Tangara obscur,Passeriformes,Thraupidae,,Mitrospingus,Mitrospingus cassinii,"","","","","","",*
1625,species,Gray-headed Tanager,Tangara à tête grise,Passeriformes,Thraupidae,,Eucometis,Eucometis penicillata,"","","","","","",""
1626,species,Black-throated Shrike-Tanager,Tangara à gorge noire,Passeriformes,Thraupidae,,Lanio,Lanio aurantius,Monotypic.,"","","","","",""
1627,species,White-throated Shrike-Tanager,Tangara à gorge blanche,Passeriformes,Thraupidae,,Lanio,Lanio leucothorax,"","","","","","",""
1628,species,Sulphur-rumped Tanager,Tangara à croupion jaune,Passeriformes,Thraupidae,,Heterospingus,Heterospingus rubrifrons,Monotypic.,"","","","","",""
1629,species,Scarlet-browed Tanager,Tangara à sourcils roux,Passeriformes,Thraupidae,,Heterospingus,Heterospingus xanthopygius,"","","","","","",""
1630,species,White-shouldered Tanager,Tangara à épaulettes blanches,Passeriformes,Thraupidae,,Tachyphonus,Tachyphonus luctuosus,"","","","","","",""
1631,species,Tawny-crested Tanager,Tangara de Delattre,Passeriformes,Thraupidae,,Tachyphonus,Tachyphonus delatrii,Monotypic.,"","","","","",""
1632,species,White-lined Tanager,Tangara à galons blancs,Passeriformes,Thraupidae,,Tachyphonus,Tachyphonus rufus,Monotypic.,"","","","","",""
1633,species,Crimson-collared Tanager,Tangara ceinturé,Passeriformes,Thraupidae,,Ramphocelus,Ramphocelus sanguinolentus,"","","","","","",""
1634,species,Crimson-backed Tanager,Tangara à dos rouge,Passeriformes,Thraupidae,,Ramphocelus,Ramphocelus dimidiatus,"","","","","","",""
1635,species,Passerini's Tanager,Tangara à croupion rouge,Passeriformes,Thraupidae,,Ramphocelus,Ramphocelus passerinii,Monotypic.,"","","","","",""
1636,species,Cherrie's Tanager,Tangara du Costa Rica,Passeriformes,Thraupidae,,Ramphocelus,Ramphocelus costaricensis,Monotypic.,"","","","","",""
1637,species,Flame-rumped Tanager,Tangara flamboyant,Passeriformes,Thraupidae,,Ramphocelus,Ramphocelus flammigerus,"","","","","","",""
1961,species,Western Spindalis,Zéna à tête rayée,Passeriformes,Thraupidae,,Spindalis,Spindalis zena,"","","","","","",*
1962,species,Jamaican Spindalis,Zéna de Jamaïque,Passeriformes,Thraupidae,,Spindalis,Spindalis nigricephala,Monotypic.,"","","","","",*
1963,species,Hispaniolan Spindalis,Zéna d'Hispaniola,Passeriformes,Thraupidae,,Spindalis,Spindalis dominicensis,Monotypic.,"","","","","",*
1964,species,Puerto Rican Spindalis,Zéna de Porto Rico,Passeriformes,Thraupidae,,Spindalis,Spindalis portoricensis,Monotypic.,"","","","","",*
1638,species,Blue-gray Tanager,Tangara évêque,Passeriformes,Thraupidae,,Thraupis,Thraupis episcopus,"","","","","","",""
1639,species,Yellow-winged Tanager,Tangara à miroir jaune,Passeriformes,Thraupidae,,Thraupis,Thraupis abbas,Monotypic.,"","","","","",""
1640,species,Palm Tanager,Tangara des palmiers,Passeriformes,Thraupidae,,Thraupis,Thraupis palmarum,"","","","","","",""
1641,species,Blue-and-gold Tanager,Tangara jaune et bleu,Passeriformes,Thraupidae,,Bangsia,Bangsia arcaei,"","","","","","",""
1928,species,Gray-and-gold Tanager,Calliste or-gris,Passeriformes,Thraupidae,,Tangara,Tangara palmeri,Monotypic.,"","","","","",""
1643,species,Azure-rumped Tanager,Calliste azuré,Passeriformes,Thraupidae,,Tangara,Tangara cabanisi,Monotypic.,"","","","","",""
1929,species,Lesser Antillean Tanager,Calliste dos-bleu,Passeriformes,Thraupidae,,Tangara,Tangara cucullata,"","","","","","",""
1930,species,Golden-hooded Tanager,Calliste à coiffe d'or,Passeriformes,Thraupidae,,Tangara,Tangara larvata,"","","","","","",""
1931,species,Speckled Tanager,Calliste tiqueté,Passeriformes,Thraupidae,,Tangara,Tangara guttata,"","","","","","",""
1932,species,Green-naped Tanager,Calliste à nuque verte,Passeriformes,Thraupidae,,Tangara,Tangara fucosa,Monotypic.,"","","","","",""
1933,species,Spangle-cheeked Tanager,Calliste pailleté,Passeriformes,Thraupidae,,Tangara,Tangara dowii,Monotypic.,"","","","","",""
1642,species,Plain-colored Tanager,Calliste gris,Passeriformes,Thraupidae,,Tangara,Tangara inornata,"","","","","","",""
1648,species,Rufous-winged Tanager,Calliste à ailes rousses,Passeriformes,Thraupidae,,Tangara,Tangara lavinia,"","","","","","",""
2035,species,Bay-headed Tanager,Calliste rouverdin,Passeriformes,Thraupidae,,Tangara,Tangara gyrola,"","","","","","",""
1644,species,Emerald Tanager,Calliste émeraude,Passeriformes,Thraupidae,,Tangara,Tangara florida,"","","","","","",""
1645,species,Silver-throated Tanager,Calliste safran,Passeriformes,Thraupidae,,Tangara,Tangara icterocephala,"","","","","","",""
1649,species,Scarlet-thighed Dacnis,Dacnis à cuisses rouges,Passeriformes,Thraupidae,,Dacnis,Dacnis venusta,"","","","","","",""
1650,species,Blue Dacnis,Dacnis bleu,Passeriformes,Thraupidae,,Dacnis,Dacnis cayana,"","","","","","",""
1651,species,Viridian Dacnis,Dacnis vert,Passeriformes,Thraupidae,,Dacnis,Dacnis viguieri,Monotypic.,"","","","","",""
1652,species,Green Honeycreeper,Guit-guit émeraude,Passeriformes,Thraupidae,,Chlorophanes,Chlorophanes spiza,"","","","","","",""
1653,species,Shining Honeycreeper,Guit-guit brillant,Passeriformes,Thraupidae,,Cyanerpes,Cyanerpes lucidus,"","","","","","",""
1654,species,Purple Honeycreeper,Guit-guit céruléen,Passeriformes,Thraupidae,,Cyanerpes,Cyanerpes caeruleus,"","","","","","",""
1655,species,Red-legged Honeycreeper,Guit-guit saï,Passeriformes,Thraupidae,,Cyanerpes,Cyanerpes cyaneus,"","","","","","",""
1656,species,Swallow Tanager,Tersine hirondelle,Passeriformes,Thraupidae,,Tersina,Tersina viridis,"","","","","","",""
1746,species,Lesser Antillean Saltator,Saltator gros-bec,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator albicollis,"","","","","","",""
1747,species,Streaked Saltator,Saltator strié,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator striatipectus,"","","","","","",""
1748,species,Grayish Saltator,Saltator gris,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator coerulescens,"","","","","","",""
1749,species,Buff-throated Saltator,Saltator des grands-bois,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator maximus,"","","","","","",""
1750,species,Black-headed Saltator,Saltator à tête noire,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator atriceps,"","","","","","",""
1751,species,Slate-colored Grosbeak,Saltator ardoisé,Passeriformes,<i>Incertae Sedis</i>,,Saltator,Saltator grossus,"","","","","","",""
1657,species,Blue-black Grassquit,Jacarini noir,Passeriformes,Emberizidae,,Volatinia,Volatinia jacarina,"","","","","","",*
1658,species,Slate-colored Seedeater,Sporophile ardoisé,Passeriformes,Emberizidae,,Sporophila,Sporophila schistacea,"","","","","","",*
1659,species,Variable Seedeater,Sporophile variable,Passeriformes,Emberizidae,,Sporophila,Sporophila americana,"","","","","","",*
1660,species,White-collared Seedeater,Sporophile à col blanc,Passeriformes,Emberizidae,,Sporophila,Sporophila torqueola,"","","","","","",*
1661,species,Yellow-bellied Seedeater,Sporophile à ventre jaune,Passeriformes,Emberizidae,,Sporophila,Sporophila nigricollis,"","","","","","",*
1662,species,Ruddy-breasted Seedeater,Sporophile petit-louis,Passeriformes,Emberizidae,,Sporophila,Sporophila minuta,"","","","","","",*
1663,species,Nicaraguan Seed-Finch,Sporophile de Nutting,Passeriformes,Emberizidae,,Oryzoborus,Oryzoborus nuttingi,Monotypic.,"","","","","",*
1664,species,Thick-billed Seed-Finch,Sporophile à bec fort,Passeriformes,Emberizidae,,Oryzoborus,Oryzoborus funereus,"","","","","","",*
2077,species,Large-billed Seed-Finch,Sporophile crassirostre,Passeriformes,Emberizidae,,Oryzoborus,Oryzoborus crassirostris,"","","","","","",*
1965,species,Cuban Bullfinch,Sporophile négrito,Passeriformes,Emberizidae,,Melopyrrha,Melopyrrha nigra,"","","","","","",*
1950,species,Cuban Grassquit,Sporophile petit-chanteur,Passeriformes,Emberizidae,,Tiaris,Tiaris canorus,Monotypic.,"","","","","",*
1966,species,Yellow-faced Grassquit,Sporophile grand-chanteur,Passeriformes,Emberizidae,,Tiaris,Tiaris olivaceus,"","","","","","",*
1967,species,Black-faced Grassquit,Sporophile cici,Passeriformes,Emberizidae,,Tiaris,Tiaris bicolor,"","","","","","",*
1968,species,Yellow-shouldered Grassquit,Sporophile mantelé,Passeriformes,Emberizidae,,Loxipasser,Loxipasser anoxanthus,Monotypic.,"","","","","",*
1969,species,Puerto Rican Bullfinch,Sporophile de Porto Rico,Passeriformes,Emberizidae,,Loxigilla,Loxigilla portoricensis,"","","","","","",*
1970,species,Greater Antillean Bullfinch,Sporophile petit-coq,Passeriformes,Emberizidae,,Loxigilla,Loxigilla violacea,"","","","","","",*
1971,species,Lesser Antillean Bullfinch,Sporophile rougegorge,Passeriformes,Emberizidae,,Loxigilla,Loxigilla noctis,"","","","","","",*
1972,species,Barbados Bullfinch,Sporophile de Barbade,Passeriformes,Emberizidae,,Loxigilla,Loxigilla barbadensis,Monotypic.,"","","","","",*
1973,species,Orangequit,Pique-orange de la Jamaïque,Passeriformes,Emberizidae,,Euneornis,Euneornis campestris,Monotypic.,"","","","","",*
1974,species,St. Lucia Black Finch,Moisson pied-blanc,Passeriformes,Emberizidae,,Melanospiza,Melanospiza richardsoni,Monotypic.,"","","","","",*
1975,species,Cocos Finch,Spizin de Cocos,Passeriformes,Emberizidae,,Pinaroloxias,Pinaroloxias inornata,Monotypic.,"","","","","",*
1666,species,Slaty Finch,Haplospize ardoisé,Passeriformes,Emberizidae,,Haplospiza,Haplospiza rustica,"","","","","","",*
1976,species,Peg-billed Finch,Bec-en-cheville gris,Passeriformes,Emberizidae,,Acanthidops,Acanthidops bairdi,Monotypic.,"","","","","",*
